HouseholdID,StateRegion,Township,UrbanRural,SurveyDate,Year,HHSize,ChildrenUnder5,FemaleHeaded,WealthQuintile,HungerScore,HungerCategory,FCS,FCSCategory,DietDiversityScore,DietDiversityCategory,MonthlyFoodExpenditure,MonthlyIncome,ConflictShock,PriceShock,IDPStatus
HH00189,Bago,Township A,Urban,6/19/20,2020,6,1,Yes,Rich,1,Little/None,47,Acceptable,7,High,53699,124665,No,No,No
HH00190,Magway,Township B,Rural,8/1/20,2020,2,1,No,Poor,2,Moderate,49,Acceptable,5,Medium,42799,69883,No,Yes,No
HH00191,Tanintharyi,Township A,Urban,5/16/20,2020,8,2,Yes,Poorest,2,Moderate,37,Acceptable,8,High,33892,81920,No,No,No
HH00192,Nay Pyi Taw,Township B,Rural,7/12/20,2020,1,1,Yes,Richest,2,Moderate,39,Acceptable,5,Medium,18933,30000,No,No,No
HH00193,Tanintharyi,Township B,Urban,7/17/20,2020,8,4,No,Richest,1,Little/None,63,Acceptable,3,Low,29203,65029,No,No,No
HH00194,Kayah,Township A,Urban,7/12/20,2020,6,4,No,Poor,2,Moderate,54,Acceptable,8,High,73628,152763,No,Yes,No
HH00195,Mandalay,Chanayethazan,Urban,1/2/20,2020,3,2,No,Richest,2,Moderate,44,Acceptable,9,High,48421,93247,No,No,No
HH00196,Mon,Township A,Rural,10/11/20,2020,3,3,No,Richest,2,Moderate,42,Acceptable,4,Medium,25899,63271,No,Yes,No
HH00197,Ayeyarwady,Township B,Rural,8/27/20,2020,1,1,No,Poorest,0,Little/None,59,Acceptable,5,Medium,74522,107932,No,No,No
HH00198,Mon,Township B,Urban,10/16/20,2020,5,4,Yes,Poorest,2,Moderate,42,Acceptable,7,High,90215,138063,No,No,No
HH00199,Kayin,Township B,Urban,11/8/20,2020,1,0,Yes,Poorest,2,Moderate,58,Acceptable,6,Medium,88000,137725,No,No,No
HH00200,Bago,Township A,Rural,12/7/20,2020,7,4,No,Poorest,0,Little/None,44,Acceptable,6,Medium,32308,61065,No,No,No
HH00201,Mandalay,Aungmyay Thazan,Rural,11/16/20,2020,7,2,Yes,Rich,1,Little/None,30,Borderline,6,Medium,30270,62973,No,No,No
HH00202,Tanintharyi,Township B,Rural,10/16/20,2020,4,1,No,Richest,1,Little/None,54,Acceptable,5,Medium,33470,79365,No,Yes,No
HH00203,Sagaing,Township B,Urban,12/23/20,2020,8,2,No,Middle,1,Little/None,20,Poor,2,Low,84586,139010,No,No,No
HH00204,Yangon,North Dagon,Rural,2/19/20,2020,7,3,No,Poor,2,Moderate,49,Acceptable,5,Medium,28358,65724,No,Yes,No
HH00205,Sagaing,Township A,Rural,8/21/20,2020,5,3,Yes,Poor,1,Little/None,33,Borderline,9,High,57887,101934,No,Yes,No
HH00206,Mandalay,Amarapura,Rural,3/4/20,2020,4,1,Yes,Richest,1,Little/None,45,Acceptable,5,Medium,32973,77846,No,Yes,No
HH00207,Chin,Township A,Urban,7/11/20,2020,8,0,Yes,Poorest,0,Little/None,42,Acceptable,9,High,87077,136021,No,No,No
HH00208,Kayin,Township B,Rural,8/21/20,2020,4,2,No,Middle,1,Little/None,40,Acceptable,6,Medium,36738,60036,No,No,No
HH00209,Nay Pyi Taw,Township A,Urban,9/24/20,2020,1,0,No,Poor,2,Moderate,38,Acceptable,7,High,79749,129837,No,No,No
HH00210,Kachin,Township B,Rural,3/24/20,2020,5,0,Yes,Middle,1,Little/None,55,Acceptable,6,Medium,66940,103753,No,No,No
HH00211,Kayah,Township B,Rural,8/21/20,2020,8,1,No,Middle,4,Severe,38,Acceptable,9,High,36059,84947,No,Yes,No
HH00212,Kayah,Township B,Urban,12/15/20,2020,5,1,Yes,Middle,0,Little/None,39,Acceptable,7,High,81447,148233,No,No,No
HH00213,Mon,Township A,Urban,10/28/20,2020,7,3,No,Poorest,3,Moderate,49,Acceptable,6,Medium,56563,123000,No,No,No
HH00214,Kayah,Township A,Urban,8/11/20,2020,4,0,No,Rich,1,Little/None,47,Acceptable,8,High,72466,117231,No,Yes,No
HH00215,Shan,Muse,Rural,5/19/20,2020,1,1,No,Poor,1,Little/None,60,Acceptable,3,Low,30212,43390,Yes,Yes,No
HH00216,Bago,Township B,Urban,11/10/20,2020,6,4,Yes,Poor,0,Little/None,65,Acceptable,5,Medium,108916,164520,No,No,No
HH00217,Magway,Township A,Rural,12/20/20,2020,6,3,No,Richest,1,Little/None,53,Acceptable,7,High,27345,40590,No,No,No
HH00218,Ayeyarwady,Township A,Urban,11/25/20,2020,2,2,No,Richest,2,Moderate,32,Borderline,8,High,61273,139425,No,No,No
HH00219,Kayah,Township A,Urban,9/17/20,2020,4,4,Yes,Poor,2,Moderate,47,Acceptable,4,Medium,71360,103209,No,Yes,No
HH00220,Mandalay,Chanayethazan,Urban,11/7/20,2020,8,0,No,Poorest,2,Moderate,42,Acceptable,2,Low,78513,118739,No,No,No
HH00221,Mandalay,Chanayethazan,Rural,10/2/20,2020,8,2,Yes,Rich,2,Moderate,16,Poor,8,High,16393,36507,No,Yes,No
HH00222,Kachin,Township A,Urban,1/14/20,2020,6,0,Yes,Poorest,2,Moderate,44,Acceptable,7,High,44210,88855,No,No,No
HH00223,Magway,Township A,Rural,7/6/20,2020,3,3,No,Rich,1,Little/None,48,Acceptable,5,Medium,43280,91926,No,No,No
HH00224,Nay Pyi Taw,Township B,Rural,2/22/20,2020,3,2,Yes,Poor,0,Little/None,47,Acceptable,5,Medium,52607,110842,No,No,No
HH00225,Bago,Township A,Urban,1/25/20,2020,1,1,No,Richest,3,Moderate,53,Acceptable,5,Medium,45731,111268,No,No,No
HH00226,Bago,Township A,Urban,8/12/20,2020,3,2,Yes,Poorest,2,Moderate,57,Acceptable,8,High,75567,117761,No,Yes,No
HH00227,Rakhine,Maungdaw,Urban,4/7/20,2020,2,0,Yes,Rich,3,Moderate,47,Acceptable,5,Medium,55350,115091,No,No,No
HH00228,Kachin,Township A,Urban,7/15/20,2020,4,4,Yes,Poorest,2,Moderate,38,Acceptable,5,Medium,64020,94126,No,Yes,No
HH00229,Sagaing,Township A,Rural,10/20/20,2020,6,1,No,Poor,2,Moderate,25,Borderline,7,High,47560,88662,No,No,No
HH00230,Bago,Township B,Rural,1/18/20,2020,3,3,No,Poorest,0,Little/None,74,Acceptable,4,Medium,36843,90084,No,No,No
HH00231,Rakhine,Maungdaw,Rural,12/14/20,2020,7,1,No,Rich,3,Moderate,34,Borderline,7,High,37080,53664,Yes,No,No
HH00232,Chin,Township B,Urban,8/2/20,2020,7,3,Yes,Rich,2,Moderate,38,Acceptable,8,High,52519,115900,Yes,Yes,No
HH00233,Nay Pyi Taw,Township B,Rural,2/18/20,2020,4,0,No,Rich,2,Moderate,49,Acceptable,6,Medium,48942,89124,No,No,No
HH00234,Mon,Township A,Urban,4/26/20,2020,4,3,Yes,Middle,2,Moderate,48,Acceptable,5,Medium,82660,121687,No,Yes,No
HH00235,Nay Pyi Taw,Township A,Urban,4/24/20,2020,2,2,No,Poor,3,Moderate,56,Acceptable,7,High,47372,91424,No,No,No
HH00236,Yangon,Insein,Rural,4/18/20,2020,6,2,No,Rich,1,Little/None,47,Acceptable,8,High,46772,73690,No,No,No
HH00237,Tanintharyi,Township B,Rural,6/17/20,2020,8,3,Yes,Rich,3,Moderate,49,Acceptable,5,Medium,51854,104102,No,No,No
HH00238,Tanintharyi,Township A,Rural,6/14/20,2020,1,0,Yes,Poorest,3,Moderate,50,Acceptable,7,High,50883,95884,No,Yes,No
HH00239,Nay Pyi Taw,Township B,Rural,3/7/20,2020,6,1,No,Richest,1,Little/None,46,Acceptable,5,Medium,39983,80389,No,No,No
HH00240,Magway,Township B,Rural,8/24/20,2020,8,3,Yes,Middle,0,Little/None,28,Borderline,4,Medium,63518,118814,No,Yes,No
HH00241,Yangon,South Okkalapa,Urban,9/21/20,2020,1,0,Yes,Poorest,1,Little/None,31,Borderline,9,High,85091,145245,No,No,No
HH00242,Bago,Township A,Urban,2/23/20,2020,3,0,Yes,Richest,0,Little/None,38,Acceptable,6,Medium,80558,148152,No,No,No
HH00243,Kachin,Township B,Rural,1/1/20,2020,7,0,Yes,Richest,0,Little/None,28,Borderline,8,High,82110,140993,No,No,No
HH00244,Mandalay,Chanayethazan,Urban,9/27/20,2020,7,1,Yes,Poorest,2,Moderate,50,Acceptable,5,Medium,88020,129802,No,No,No
HH00245,Chin,Township A,Rural,6/9/20,2020,7,0,No,Rich,1,Little/None,42,Acceptable,2,Low,37643,77541,No,Yes,No
HH00246,Yangon,Insein,Rural,11/27/20,2020,2,2,Yes,Poorest,2,Moderate,38,Acceptable,2,Low,52432,89920,No,No,No
HH00247,Bago,Township B,Urban,11/1/20,2020,3,0,No,Rich,1,Little/None,54,Acceptable,4,Medium,51969,114384,No,No,No
HH00248,Tanintharyi,Township A,Urban,4/7/20,2020,8,2,Yes,Poorest,1,Little/None,50,Acceptable,9,High,54248,125557,No,No,No
HH00249,Sagaing,Township A,Urban,6/1/20,2020,4,4,Yes,Rich,0,Little/None,49,Acceptable,5,Medium,85880,133812,No,Yes,No
HH00250,Mon,Township A,Rural,11/18/20,2020,6,3,Yes,Poorest,1,Little/None,45,Acceptable,6,Medium,48458,83480,No,No,No
HH00251,Tanintharyi,Township A,Urban,7/8/20,2020,2,1,No,Middle,2,Moderate,45,Acceptable,4,Medium,60328,103427,No,Yes,No
HH00252,Sagaing,Township B,Rural,4/12/20,2020,7,3,Yes,Richest,3,Moderate,41,Acceptable,5,Medium,46533,98784,No,Yes,No
HH00253,Mon,Township B,Urban,12/3/20,2020,2,1,Yes,Rich,1,Little/None,53,Acceptable,5,Medium,90755,151193,No,No,No
HH00254,Rakhine,Sittwe,Rural,6/12/20,2020,2,0,Yes,Middle,2,Moderate,37,Acceptable,10,High,22094,49054,No,No,No
HH00255,Kayah,Township A,Urban,3/14/20,2020,8,4,No,Poorest,2,Moderate,49,Acceptable,5,Medium,47529,116754,No,Yes,No
HH00256,Tanintharyi,Township A,Rural,7/1/20,2020,5,3,No,Poorest,3,Moderate,61,Acceptable,2,Low,44843,86693,No,No,No
HH00257,Mandalay,Aungmyay Thazan,Urban,11/13/20,2020,3,1,No,Middle,1,Little/None,70,Acceptable,4,Medium,85069,160977,No,Yes,No
HH00258,Kayin,Township A,Urban,7/9/20,2020,7,2,No,Poorest,2,Moderate,56,Acceptable,6,Medium,61163,106646,No,No,No
HH00259,Chin,Township B,Urban,8/4/20,2020,3,2,Yes,Rich,1,Little/None,42,Acceptable,4,Medium,44287,94631,Yes,No,No
HH00260,Tanintharyi,Township B,Rural,7/27/20,2020,3,2,No,Richest,1,Little/None,43,Acceptable,4,Medium,51743,80836,No,No,No
HH00261,Chin,Township B,Rural,3/13/20,2020,6,2,No,Richest,2,Moderate,29,Borderline,6,Medium,56457,100838,No,Yes,No
HH00262,Sagaing,Township B,Rural,2/19/20,2020,4,4,Yes,Richest,0,Little/None,32,Borderline,7,High,79667,128663,Yes,No,No
HH00263,Chin,Township B,Rural,12/3/20,2020,7,3,Yes,Middle,1,Little/None,44,Acceptable,7,High,37067,81900,Yes,No,No
HH00264,Shan,Muse,Urban,8/20/20,2020,8,4,No,Richest,1,Little/None,51,Acceptable,4,Medium,65300,122031,No,No,No
HH00265,Yangon,South Okkalapa,Urban,6/23/20,2020,2,0,Yes,Middle,1,Little/None,57,Acceptable,8,High,91705,135228,No,Yes,No
HH00266,Mon,Township A,Rural,6/26/20,2020,7,0,Yes,Poorest,1,Little/None,30,Borderline,6,Medium,64935,99501,No,Yes,No
HH00267,Mandalay,Amarapura,Urban,8/12/20,2020,7,3,Yes,Middle,4,Severe,48,Acceptable,6,Medium,49210,112272,No,No,No
HH00268,Magway,Township A,Rural,7/3/20,2020,2,2,Yes,Middle,2,Moderate,50,Acceptable,3,Low,29342,57756,No,Yes,No
HH00269,Magway,Township A,Rural,6/16/20,2020,2,1,No,Middle,0,Little/None,50,Acceptable,3,Low,17405,30000,No,Yes,No
HH00270,Kachin,Township A,Urban,6/21/20,2020,2,2,Yes,Poor,2,Moderate,45,Acceptable,6,Medium,78625,119961,No,No,No
HH00271,Mandalay,Aungmyay Thazan,Rural,9/14/20,2020,8,1,No,Poor,2,Moderate,44,Acceptable,7,High,48040,72743,No,Yes,No
HH00272,Rakhine,Maungdaw,Rural,1/24/20,2020,4,3,No,Rich,2,Moderate,50,Acceptable,4,Medium,38593,74091,Yes,Yes,No
HH00273,Yangon,Hlaing,Urban,9/6/20,2020,6,2,Yes,Rich,2,Moderate,36,Acceptable,6,Medium,70939,119772,No,Yes,No
HH00274,Rakhine,Maungdaw,Rural,10/13/20,2020,7,4,Yes,Middle,1,Little/None,46,Acceptable,10,High,45632,72496,Yes,No,Yes
HH00275,Rakhine,Maungdaw,Urban,11/5/20,2020,6,0,Yes,Middle,2,Moderate,31,Borderline,3,Low,57337,112369,Yes,No,Yes
HH00276,Bago,Township B,Urban,10/13/20,2020,7,1,No,Richest,2,Moderate,45,Acceptable,2,Low,57301,103836,No,No,No
HH00277,Rakhine,Sittwe,Urban,8/10/20,2020,3,1,No,Rich,1,Little/None,43,Acceptable,3,Low,79092,134998,No,No,No
HH00278,Kachin,Township B,Urban,4/27/20,2020,7,4,No,Rich,1,Little/None,49,Acceptable,4,Medium,82720,118433,No,No,No
HH00279,Bago,Township B,Rural,3/3/20,2020,1,0,No,Poorest,2,Moderate,41,Acceptable,4,Medium,44016,72438,No,Yes,No
HH00280,Mandalay,Chanayethazan,Urban,8/19/20,2020,8,4,Yes,Richest,2,Moderate,37,Acceptable,2,Low,83853,142810,No,Yes,No
HH00281,Shan,Muse,Urban,12/15/20,2020,4,3,Yes,Poor,0,Little/None,54,Acceptable,3,Low,58371,114380,Yes,No,No
HH00282,Tanintharyi,Township A,Rural,2/25/20,2020,4,1,No,Richest,3,Moderate,41,Acceptable,7,High,39949,99054,No,No,No
HH00283,Kayin,Township A,Urban,4/26/20,2020,1,1,No,Richest,1,Little/None,19,Poor,4,Medium,72762,129795,No,No,No
HH00284,Tanintharyi,Township B,Rural,10/9/20,2020,2,0,No,Poorest,1,Little/None,44,Acceptable,2,Low,85918,131513,No,No,No
HH00285,Ayeyarwady,Township A,Urban,4/5/20,2020,6,1,No,Rich,1,Little/None,35,Acceptable,5,Medium,60803,97879,No,Yes,No
HH00286,Rakhine,Maungdaw,Rural,7/15/20,2020,2,2,Yes,Rich,0,Little/None,40,Acceptable,4,Medium,19065,30000,No,Yes,No
HH00287,Nay Pyi Taw,Township B,Rural,8/11/20,2020,1,0,No,Middle,1,Little/None,55,Acceptable,4,Medium,59859,125650,No,No,No
HH00288,Shan,Muse,Urban,7/27/20,2020,4,3,No,Middle,1,Little/None,54,Acceptable,8,High,100521,150361,No,Yes,No
HH00289,Mon,Township A,Rural,6/22/20,2020,1,0,Yes,Rich,3,Moderate,60,Acceptable,6,Medium,27221,61164,No,Yes,No
HH00290,Nay Pyi Taw,Township A,Rural,8/1/20,2020,7,1,Yes,Middle,2,Moderate,62,Acceptable,5,Medium,34992,82251,No,Yes,No
HH00291,Nay Pyi Taw,Township B,Urban,11/12/20,2020,5,0,No,Poor,1,Little/None,46,Acceptable,3,Low,48324,95709,No,Yes,No
HH00292,Rakhine,Maungdaw,Urban,7/21/20,2020,2,2,Yes,Poorest,2,Moderate,56,Acceptable,5,Medium,46859,109098,Yes,Yes,No
HH00293,Mandalay,Amarapura,Rural,1/1/20,2020,6,0,No,Poor,3,Moderate,52,Acceptable,7,High,35878,61080,No,No,No
HH00294,Chin,Township B,Urban,12/26/20,2020,2,0,No,Middle,0,Little/None,39,Acceptable,6,Medium,61252,96859,No,Yes,No
HH00295,Shan,Taunggyi,Urban,2/17/20,2020,1,0,No,Middle,2,Moderate,66,Acceptable,4,Medium,99376,143196,No,No,No
HH00296,Kayin,Township B,Rural,4/3/20,2020,2,0,Yes,Richest,3,Moderate,62,Acceptable,7,High,56611,94835,No,No,No
HH00297,Tanintharyi,Township B,Rural,3/8/20,2020,5,0,Yes,Richest,1,Little/None,36,Acceptable,3,Low,16401,30841,No,No,No
HH00298,Yangon,North Dagon,Urban,11/10/20,2020,4,4,Yes,Rich,2,Moderate,46,Acceptable,5,Medium,51303,111713,No,Yes,No
HH00299,Kachin,Township A,Rural,7/4/20,2020,4,3,Yes,Richest,2,Moderate,53,Acceptable,7,High,43075,65423,No,No,No
HH00300,Kachin,Township B,Rural,3/13/20,2020,7,2,Yes,Rich,2,Moderate,36,Acceptable,8,High,47317,76498,No,No,No
HH00301,Shan,Taunggyi,Urban,10/3/20,2020,1,1,Yes,Poorest,2,Moderate,56,Acceptable,6,Medium,60902,87579,No,No,No
HH00302,Bago,Township B,Rural,7/23/20,2020,7,0,Yes,Middle,1,Little/None,44,Acceptable,7,High,43828,94447,No,Yes,No
HH00303,Kayah,Township A,Urban,9/11/20,2020,7,4,Yes,Middle,3,Moderate,45,Acceptable,6,Medium,93811,162555,No,No,No
HH00304,Yangon,Insein,Urban,4/3/20,2020,7,0,No,Richest,0,Little/None,45,Acceptable,9,High,89758,135588,No,No,No
HH00305,Sagaing,Township A,Urban,1/23/20,2020,3,0,Yes,Rich,3,Moderate,51,Acceptable,5,Medium,36007,89392,No,No,No
HH00306,Shan,Muse,Urban,6/5/20,2020,5,0,Yes,Middle,2,Moderate,35,Acceptable,8,High,50469,109429,No,Yes,No
HH00307,Kayah,Township B,Urban,8/15/20,2020,6,0,No,Richest,3,Moderate,48,Acceptable,3,Low,66424,131115,No,Yes,No
HH00308,Kayin,Township B,Urban,10/22/20,2020,2,0,Yes,Poorest,2,Moderate,59,Acceptable,3,Low,41061,92342,No,No,No
HH00309,Kachin,Township A,Urban,8/12/20,2020,7,1,Yes,Poorest,2,Moderate,41,Acceptable,9,High,73250,110009,No,No,No
HH00310,Nay Pyi Taw,Township B,Urban,6/8/20,2020,7,2,No,Poorest,0,Little/None,59,Acceptable,9,High,40588,101227,No,No,No
HH00311,Kayah,Township A,Urban,4/26/20,2020,1,1,Yes,Rich,0,Little/None,57,Acceptable,4,Medium,109029,183954,No,No,No
HH00312,Shan,Muse,Rural,2/18/20,2020,8,0,No,Poor,2,Moderate,38,Acceptable,9,High,73888,127165,Yes,No,No
HH00313,Chin,Township B,Rural,10/16/20,2020,4,4,Yes,Poor,3,Moderate,50,Acceptable,7,High,36386,66220,Yes,No,No
HH00314,Tanintharyi,Township A,Rural,1/25/20,2020,7,2,Yes,Poor,3,Moderate,38,Acceptable,7,High,53880,97050,No,No,No
HH00315,Chin,Township B,Rural,1/5/20,2020,5,0,Yes,Poor,0,Little/None,43,Acceptable,4,Medium,14220,33336,No,No,No
HH00316,Yangon,North Dagon,Rural,12/3/20,2020,2,2,Yes,Rich,2,Moderate,31,Borderline,6,Medium,49699,94418,No,Yes,No
HH00317,Mon,Township A,Rural,11/5/20,2020,4,2,No,Middle,3,Moderate,50,Acceptable,5,Medium,36517,56014,No,No,No
HH00318,Bago,Township B,Rural,8/9/20,2020,4,0,Yes,Poor,3,Moderate,25,Borderline,3,Low,45127,88716,No,No,No
HH00319,Mon,Township A,Urban,2/6/20,2020,8,3,No,Rich,2,Moderate,27,Borderline,6,Medium,55571,116309,No,Yes,No
HH00320,Tanintharyi,Township A,Rural,5/15/20,2020,5,0,Yes,Poor,3,Moderate,43,Acceptable,5,Medium,57699,90044,No,No,No
HH00321,Sagaing,Township A,Urban,6/5/20,2020,2,2,Yes,Middle,0,Little/None,16,Poor,5,Medium,87255,164306,Yes,Yes,No
HH00322,Ayeyarwady,Township A,Urban,7/28/20,2020,8,4,Yes,Poorest,2,Moderate,52,Acceptable,6,Medium,40779,92553,No,No,No
HH00323,Shan,Taunggyi,Urban,1/2/20,2020,4,1,Yes,Rich,2,Moderate,57,Acceptable,5,Medium,54984,114908,Yes,No,No
HH00324,Mon,Township B,Urban,1/3/20,2020,4,3,Yes,Poorest,2,Moderate,42,Acceptable,4,Medium,60853,96929,No,No,No
HH00325,Ayeyarwady,Township B,Urban,1/15/20,2020,1,0,No,Rich,3,Moderate,42,Acceptable,5,Medium,41549,101319,No,No,No
HH00326,Bago,Township B,Urban,6/7/20,2020,3,2,No,Rich,2,Moderate,33,Borderline,2,Low,63198,94333,No,No,No
HH00327,Kachin,Township A,Rural,8/14/20,2020,8,0,Yes,Middle,2,Moderate,50,Acceptable,2,Low,41348,66773,No,No,No
HH00328,Bago,Township A,Urban,11/26/20,2020,1,1,No,Rich,0,Little/None,50,Acceptable,3,Low,124743,180369,No,No,No
HH00329,Magway,Township B,Rural,7/9/20,2020,3,0,No,Richest,0,Little/None,56,Acceptable,4,Medium,39142,59743,No,Yes,No
HH00330,Nay Pyi Taw,Township B,Urban,8/17/20,2020,6,4,Yes,Poor,3,Moderate,71,Acceptable,5,Medium,75813,123807,No,Yes,No
HH00331,Rakhine,Sittwe,Rural,9/27/20,2020,1,0,No,Middle,1,Little/None,45,Acceptable,3,Low,13491,30000,No,No,No
HH00332,Kayin,Township A,Urban,10/11/20,2020,6,4,Yes,Middle,1,Little/None,65,Acceptable,9,High,53060,94140,No,No,No
HH00333,Mon,Township A,Urban,8/18/20,2020,5,1,No,Poorest,2,Moderate,37,Acceptable,5,Medium,64154,154371,No,Yes,No
HH00334,Chin,Township A,Urban,9/16/20,2020,1,1,Yes,Poor,1,Little/None,51,Acceptable,4,Medium,53519,107239,Yes,Yes,No
HH00335,Ayeyarwady,Township B,Urban,1/5/20,2020,3,0,No,Poorest,2,Moderate,61,Acceptable,6,Medium,75476,113691,No,No,No
HH00336,Rakhine,Maungdaw,Urban,6/10/20,2020,6,1,Yes,Rich,1,Little/None,50,Acceptable,6,Medium,75288,119202,No,No,No
HH00337,Rakhine,Maungdaw,Urban,12/18/20,2020,6,1,Yes,Rich,2,Moderate,44,Acceptable,5,Medium,86253,199827,Yes,No,Yes
HH00338,Yangon,Hlaing,Rural,10/2/20,2020,3,2,Yes,Richest,3,Moderate,50,Acceptable,8,High,45356,65796,No,Yes,No
HH00339,Magway,Township A,Rural,12/3/20,2020,4,2,No,Poor,2,Moderate,30,Borderline,7,High,36286,63296,No,No,No
HH00340,Kayah,Township B,Rural,1/9/20,2020,4,1,Yes,Middle,3,Moderate,50,Acceptable,7,High,42107,75204,No,Yes,No
HH00341,Kayah,Township A,Urban,7/15/20,2020,7,1,No,Rich,2,Moderate,36,Acceptable,4,Medium,95779,145749,No,No,No
HH00342,Tanintharyi,Township B,Urban,8/26/20,2020,4,1,No,Poorest,1,Little/None,49,Acceptable,4,Medium,71568,107107,No,No,No
HH00343,Kachin,Township B,Urban,6/9/20,2020,2,0,No,Poor,1,Little/None,49,Acceptable,10,High,39660,93311,No,No,No
HH00344,Kayin,Township A,Urban,6/20/20,2020,8,0,No,Poor,2,Moderate,47,Acceptable,7,High,63115,120145,No,No,No
HH00345,Bago,Township A,Urban,2/11/20,2020,4,1,No,Richest,0,Little/None,49,Acceptable,5,Medium,64896,144643,No,No,No
HH00346,Yangon,North Dagon,Rural,5/8/20,2020,2,0,No,Richest,2,Moderate,42,Acceptable,9,High,57100,85598,No,No,No
HH00347,Magway,Township A,Urban,6/1/20,2020,7,0,No,Richest,2,Moderate,41,Acceptable,6,Medium,72717,112614,No,No,No
HH00348,Kayah,Township A,Urban,3/21/20,2020,5,0,No,Poorest,3,Moderate,48,Acceptable,5,Medium,45977,71118,No,Yes,No
HH00349,Bago,Township B,Rural,11/9/20,2020,2,2,No,Poor,0,Little/None,38,Acceptable,8,High,39758,79428,No,No,No
HH00350,Bago,Township B,Urban,8/2/20,2020,5,3,No,Middle,2,Moderate,36,Acceptable,4,Medium,55346,109732,No,Yes,No
HH00351,Sagaing,Township A,Urban,12/22/20,2020,2,0,No,Richest,3,Moderate,41,Acceptable,8,High,79918,158032,No,No,No
HH00352,Chin,Township A,Rural,9/14/20,2020,8,4,Yes,Rich,1,Little/None,57,Acceptable,6,Medium,36513,83388,Yes,No,No
HH00353,Kachin,Township A,Urban,8/6/20,2020,3,1,Yes,Poor,0,Little/None,56,Acceptable,5,Medium,56570,125028,No,Yes,No
HH00354,Kayah,Township B,Urban,11/5/20,2020,5,2,Yes,Poorest,1,Little/None,50,Acceptable,4,Medium,82667,139438,No,No,No
HH00355,Bago,Township B,Rural,9/15/20,2020,1,1,Yes,Rich,2,Moderate,64,Acceptable,3,Low,25850,63056,No,Yes,No
HH00356,Mon,Township A,Urban,10/25/20,2020,2,1,No,Rich,3,Moderate,31,Borderline,7,High,81942,136686,No,Yes,No
HH00357,Rakhine,Maungdaw,Rural,1/6/20,2020,5,3,Yes,Richest,2,Moderate,42,Acceptable,7,High,55244,127497,No,No,No
HH00358,Kachin,Township B,Rural,12/8/20,2020,1,1,No,Middle,0,Little/None,22,Borderline,6,Medium,55275,107514,No,Yes,No
HH00359,Ayeyarwady,Township B,Rural,5/27/20,2020,8,0,Yes,Poor,1,Little/None,44,Acceptable,6,Medium,41025,84762,No,Yes,No
HH00360,Yangon,South Okkalapa,Rural,5/24/20,2020,7,4,Yes,Poor,1,Little/None,52,Acceptable,6,Medium,56400,87924,No,No,No
HH00361,Nay Pyi Taw,Township B,Rural,9/28/20,2020,6,0,Yes,Poorest,1,Little/None,55,Acceptable,4,Medium,66315,100201,No,Yes,No
HH00362,Mandalay,Chanayethazan,Urban,9/19/20,2020,1,0,Yes,Poor,2,Moderate,38,Acceptable,4,Medium,57793,122296,No,No,No
HH00363,Chin,Township A,Rural,1/12/20,2020,4,2,No,Rich,1,Little/None,41,Acceptable,7,High,19367,39592,No,No,No
HH00364,Kayah,Township A,Urban,6/16/20,2020,8,1,No,Richest,3,Moderate,36,Acceptable,6,Medium,82347,142478,No,No,No
HH00365,Tanintharyi,Township A,Rural,12/27/20,2020,2,1,Yes,Rich,1,Little/None,43,Acceptable,6,Medium,45700,109046,No,Yes,No
HH00366,Ayeyarwady,Township A,Urban,11/8/20,2020,4,2,No,Richest,2,Moderate,56,Acceptable,6,Medium,88266,136048,No,Yes,No
HH00367,Shan,Taunggyi,Rural,3/21/20,2020,3,0,Yes,Middle,2,Moderate,55,Acceptable,0,Low,47996,96946,No,No,No
HH00368,Yangon,North Dagon,Rural,7/28/20,2020,6,3,No,Poor,3,Moderate,41,Acceptable,7,High,45705,85750,No,No,No
HH00369,Rakhine,Maungdaw,Urban,1/17/20,2020,6,4,No,Middle,3,Moderate,58,Acceptable,9,High,65290,138553,No,No,No
HH00370,Tanintharyi,Township B,Rural,5/9/20,2020,5,1,Yes,Richest,1,Little/None,45,Acceptable,5,Medium,17870,30000,No,No,No
HH00371,Nay Pyi Taw,Township A,Rural,11/11/20,2020,3,0,No,Middle,2,Moderate,50,Acceptable,6,Medium,72230,122376,No,Yes,No
HH00372,Bago,Township B,Rural,12/2/20,2020,4,2,Yes,Richest,1,Little/None,43,Acceptable,5,Medium,12410,30000,No,No,No
HH00373,Magway,Township B,Rural,3/27/20,2020,3,2,Yes,Rich,1,Little/None,38,Acceptable,3,Low,45446,77922,No,Yes,No
HH00374,Sagaing,Township A,Rural,11/3/20,2020,4,2,Yes,Middle,1,Little/None,38,Acceptable,5,Medium,32252,80171,No,No,No
HH00375,Tanintharyi,Township B,Rural,8/28/20,2020,2,1,Yes,Richest,1,Little/None,37,Acceptable,6,Medium,62862,113511,No,No,No
HH00376,Mon,Township A,Rural,4/17/20,2020,2,2,No,Richest,2,Moderate,43,Acceptable,4,Medium,43966,75141,No,Yes,No
HH00377,Kachin,Township A,Urban,4/11/20,2020,7,4,No,Poor,1,Little/None,37,Acceptable,8,High,66059,120532,No,Yes,No
HH00378,Yangon,Insein,Urban,8/11/20,2020,3,2,Yes,Poorest,1,Little/None,38,Acceptable,3,Low,38489,73550,No,No,No
